,Name.text,Name.href,Rank,Acceptance Rate,High School GPA,property5
1653,University of Wyoming,http://premium.usnews.com/best-colleges/\%22/best-colleges/university-of-wyoming-3932\%22,"#161, National Universities",95.69%,3.5,1240 / 27
1654,Upper Iowa University,http://premium.usnews.com/best-colleges/\%22/best-colleges/upper-iowa-university-1893\%22,"RNP, Regional Universities (Midwest)",62.07%,3.2,N/A / 25
1657,Ursuline College,http://premium.usnews.com/best-colleges/\%22/best-colleges/ursuline-college-3134\%22,"#53, Regional Universities (Midwest)",58.09%,3.2,980 / 22
1658,Utah State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/utah-state-university-3677\%22,"#190, National Universities",96.74%,3.5,1240 / 27
1659,Utah Valley University,http://premium.usnews.com/best-colleges/\%22/best-colleges/utah-valley-university-4027\%22,"Unranked, Regional Colleges (West)",100.00%,3.3,1090 / 24
1660,Utica College,http://premium.usnews.com/best-colleges/\%22/best-colleges/utica-college-2883\%22,"#116, Regional Universities (North)",81.35%,3.0,1060 / 24
1661,Valdosta State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/valdosta-state-university-1599\%22,"#69, Regional Universities (South)",59.24%,3.1,1110 / 23
1662,Valley City State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/valley-city-state-university-3008\%22,"#43, Regional Colleges (Midwest)",81.20%,3.1,1020 / 22
1664,Valparaiso University,http://premium.usnews.com/best-colleges/\%22/best-colleges/valparaiso-university-1842\%22,"#6, Regional Universities (Midwest)",79.62%,3.6,1220 / 29
1665,Vanderbilt University,http://premium.usnews.com/best-colleges/\%22/best-colleges/vanderbilt-university-3535\%22,"#17, National Universities",14.23%,3.8,1560 / 34
1666,VanderCook College of Music,http://premium.usnews.com/best-colleges/\%22/best-colleges/vandercook-college-of-music-1778\%22,"Unranked, Arts Schools",64.81%,3.3,1297 / 28
1668,Vassar College,http://premium.usnews.com/best-colleges/\%22/best-colleges/vassar-college-2895\%22,"#13, National Liberal Arts Colleges",22.84%,3.8,1490 / 32
1669,Vaughn College of Aeronautics and Technology,http://premium.usnews.com/best-colleges/\%22/best-colleges/vaughn-college-of-aeronautics-and-technology-2665\%22,"#24, Regional Colleges (North)",85.48%,2.9,1094 / 24
1670,Vermont Technical College,http://premium.usnews.com/best-colleges/\%22/best-colleges/vermont-technical-college-3698\%22,"#33, Regional Colleges (North)",62.79%,3.0,1060 / 23
1672,Villanova University,http://premium.usnews.com/best-colleges/\%22/best-colleges/villanova-university-3388\%22,"#1, Regional Universities (North)",45.62%,3.9,1390 / 31
1674,Virginia Commonwealth University,http://premium.usnews.com/best-colleges/\%22/best-colleges/virginia-commonwealth-university-3735\%22,"#167, National Universities",60.24%,3.6,1210 / 26
1675,Virginia Intermont College,http://premium.usnews.com/best-colleges/\%22/best-colleges/virginia-intermont-college-3752\%22,"RNP, National Liberal Arts Colleges",98.95%,3.2,1070 / 23
1676,Virginia Military Institute,http://premium.usnews.com/best-colleges/\%22/best-colleges/virginia-military-institute-3753\%22,"#65, National Liberal Arts Colleges",46.28%,3.5,1240 / 27
1679,Virginia Union University,http://premium.usnews.com/best-colleges/\%22/best-colleges/virginia-union-university-3766\%22,"#53, Regional Colleges (South)",88.26%,2.7,860 / 17
1680,Virginia Wesleyan College,http://premium.usnews.com/best-colleges/\%22/best-colleges/virginia-wesleyan-college-3767\%22,"#176, National Liberal Arts Colleges",85.84%,3.3,1110 / 24
1683,Wabash College,http://premium.usnews.com/best-colleges/\%22/best-colleges/wabash-college-1844\%22,"#57, National Liberal Arts Colleges",67.02%,3.6,1275 / 28
1684,Wagner College,http://premium.usnews.com/best-colleges/\%22/best-colleges/wagner-college-2899\%22,"#24, Regional Universities (North)",71.91%,3.6,1270 / 27
1688,Walla Walla University,http://premium.usnews.com/best-colleges/\%22/best-colleges/walla-walla-university-3799\%22,"#38, Regional Universities (West)",74.39%,3.5,1190 / 27
1690,Walsh University,http://premium.usnews.com/best-colleges/\%22/best-colleges/walsh-university-3135\%22,"#48, Regional Universities (Midwest)",77.67%,3.4,1140 / 25
1691,Warner Pacific College,http://premium.usnews.com/best-colleges/\%22/best-colleges/warner-pacific-college-3225\%22,"#9, Regional Colleges (West)",57.76%,3.2,1120 / 24
1692,Warner University,http://premium.usnews.com/best-colleges/\%22/best-colleges/warner-university-8848\%22,"RNP, Regional Universities (South)",49.53%,3.0,950 / 21
1693,Warren Wilson College,http://premium.usnews.com/best-colleges/\%22/best-colleges/warren-wilson-college-2979\%22,"#167, National Liberal Arts Colleges",72.03%,3.5,1240 / 28
1694,Wartburg College,http://premium.usnews.com/best-colleges/\%22/best-colleges/wartburg-college-1896\%22,"#146, National Liberal Arts Colleges",70.41%,3.5,1145 / 26
1695,Washburn University,http://premium.usnews.com/best-colleges/\%22/best-colleges/washburn-university-1949\%22,"#77, Regional Universities (Midwest)",95.51%,3.3,N/A / 24
1697,Washington and Jefferson College,http://premium.usnews.com/best-colleges/\%22/best-colleges/washington-and-jefferson-college-3389\%22,"#97, National Liberal Arts Colleges",40.76%,3.3,1230 / 28
1699,Washington College,http://premium.usnews.com/best-colleges/\%22/best-colleges/washington-college-2108\%22,"#107, National Liberal Arts Colleges",66.37%,3.5,1250 / 27
1700,Washington State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/washington-state-university-3800\%22,"#128, National Universities",76.01%,3.3,1170 / 25
1703,Wayland Baptist University,http://premium.usnews.com/best-colleges/\%22/best-colleges/wayland-baptist-university-3663\%22,"RNP, Regional Universities (West)",96.58%,3.2,1090 / 23
1704,Wayne State College,http://premium.usnews.com/best-colleges/\%22/best-colleges/wayne-state-college-2566\%22,"#72, Regional Universities (Midwest)",100.00%,3.2,N/A / 24
1705,Wayne State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/wayne-state-university-2329\%22,"RNP, National Universities",80.54%,3.3,N/A / 26
1706,Waynesburg University,http://premium.usnews.com/best-colleges/\%22/best-colleges/waynesburg-university-3391\%22,"#87, Regional Universities (North)",76.41%,3.5,1110 / 26
1707,Webb Institute,http://premium.usnews.com/best-colleges/\%22/best-colleges/webb-institute-2900\%22,"Unranked, Engineering Schools",37.80%,4.0,1490
1708,Webber International University,http://premium.usnews.com/best-colleges/\%22/best-colleges/webber-international-university-1540\%22,"RNP, Regional Colleges (South)",68.90%,3.0,1020 / 21
1709,Weber State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/weber-state-university-3680\%22,"#80, Regional Universities (West)",100.00%,3.2,N/A / 24
1710,Webster University,http://premium.usnews.com/best-colleges/\%22/best-colleges/webster-university-2521\%22,"#21, Regional Universities (Midwest)",59.09%,3.5,1250 / 27
1711,Welch College,http://premium.usnews.com/best-colleges/\%22/best-colleges/welch-college-30018\%22,"#53, Regional Colleges (South)",66.22%,3.8,1110 / 24
1714,Wentworth Institute of Technology,http://premium.usnews.com/best-colleges/\%22/best-colleges/wentworth-institute-of-technology-29099\%22,"#12, Regional Colleges (North)",60.92%,3.0,1190 / 26
1715,Wesley College,http://premium.usnews.com/best-colleges/\%22/best-colleges/wesley-college-1433\%22,"#38, Regional Colleges (North)",62.60%,2.7,945 / 23
1716,Wesleyan College,http://premium.usnews.com/best-colleges/\%22/best-colleges/wesleyan-college-1600\%22,"#161, National Liberal Arts Colleges",50.21%,3.4,1115 / 22
1717,Wesleyan University,http://premium.usnews.com/best-colleges/\%22/best-colleges/wesleyan-university-1424\%22,"#17, National Liberal Arts Colleges",20.92%,3.7,1480 / 33
1718,West Chester University of Pennsylvania,http://premium.usnews.com/best-colleges/\%22/best-colleges/west-chester-university-of-pennsylvania-3328\%22,"#74, Regional Universities (North)",49.88%,3.5,1160
1719,West Liberty University,http://premium.usnews.com/best-colleges/\%22/best-colleges/west-liberty-university-3823\%22,"#60, Regional Colleges (South)",72.42%,3.3,980 / 23
1722,West Virginia University,http://premium.usnews.com/best-colleges/\%22/best-colleges/west-virginia-university-3827\%22,"#170, National Universities",85.10%,3.4,1140 / 26
1725,West Virginia Wesleyan College,http://premium.usnews.com/best-colleges/\%22/best-colleges/west-virginia-wesleyan-college-3830\%22,"#14, Regional Colleges (South)",77.54%,3.4,1090 / 25
1726,Western Carolina University,http://premium.usnews.com/best-colleges/\%22/best-colleges/western-carolina-university-2981\%22,"#39, Regional Universities (South)",37.67%,3.6,1130 / 24
1727,Western Connecticut State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/western-connecticut-state-university-1380\%22,"RNP, Regional Universities (North)",58.96%,3.0,1080
1729,Western Illinois University,http://premium.usnews.com/best-colleges/\%22/best-colleges/western-illinois-university-1780\%22,"#48, Regional Universities (Midwest)",62.76%,3.0,N/A / 23
1731,Western Kentucky University,http://premium.usnews.com/best-colleges/\%22/best-colleges/western-kentucky-university-2002\%22,"#30, Regional Universities (South)",92.32%,3.1,1150 / 25
1732,Western Michigan University,http://premium.usnews.com/best-colleges/\%22/best-colleges/western-michigan-university-2330\%22,"#181, National Universities",83.33%,3.3,N/A / 25
1734,Western New England University,http://premium.usnews.com/best-colleges/\%22/best-colleges/western-new-england-university-2226\%22,"#60, Regional Universities (North)",78.97%,3.3,1170 / 26
1736,Western Oregon University,http://premium.usnews.com/best-colleges/\%22/best-colleges/western-oregon-university-3209\%22,"#80, Regional Universities (West)",88.35%,3.2,1090 / 22
1737,Western State Colorado University,http://premium.usnews.com/best-colleges/\%22/best-colleges/western-state-colorado-university-1372\%22,"RNP, National Liberal Arts Colleges",95.58%,3.1,1118 / 25
1739,Western Washington University,http://premium.usnews.com/best-colleges/\%22/best-colleges/western-washington-university-3802\%22,"#22, Regional Universities (West)",79.65%,3.5,1230 / 28
1740,Westfield State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/westfield-state-university-2189\%22,"#123, Regional Universities (North)",64.24%,3.1,1110 / 24
1741,Westminster College,http://premium.usnews.com/best-colleges/\%22/best-colleges/westminster-college-2523\%22,"#146, National Liberal Arts Colleges",71.90%,3.4,1160 / 27
1742,Westminster College,http://premium.usnews.com/best-colleges/\%22/best-colleges/westminster-college-3392\%22,"#115, National Liberal Arts Colleges",56.32%,3.5,1190 / 26
1743,Westminster College,http://premium.usnews.com/best-colleges/\%22/best-colleges/westminster-college-3681\%22,"#22, Regional Universities (West)",69.50%,3.5,1233 / 27
1744,Westmont College,http://premium.usnews.com/best-colleges/\%22/best-colleges/westmont-college-1341\%22,"#94, National Liberal Arts Colleges",66.04%,3.9,1310 / 29
1745,Wheaton College,http://premium.usnews.com/best-colleges/\%22/best-colleges/wheaton-college-1781\%22,"#57, National Liberal Arts Colleges",68.71%,3.7,1420 / 32
1746,Wheaton College,http://premium.usnews.com/best-colleges/\%22/best-colleges/wheaton-college-2227\%22,"#65, National Liberal Arts Colleges",64.34%,3.5,1320 / 30
1747,Wheeling Jesuit University,http://premium.usnews.com/best-colleges/\%22/best-colleges/wheeling-jesuit-university-3831\%22,"#6, Regional Colleges (South)",62.81%,3.4,1100 / 25
1748,Wheelock College,http://premium.usnews.com/best-colleges/\%22/best-colleges/wheelock-college-2228\%22,"#69, Regional Universities (North)",69.22%,3.0,1090 / 25
1749,Whitman College,http://premium.usnews.com/best-colleges/\%22/best-colleges/whitman-college-3803\%22,"#41, National Liberal Arts Colleges",48.63%,3.8,1440 / 32
1750,Whittier College,http://premium.usnews.com/best-colleges/\%22/best-colleges/whittier-college-1342\%22,"#126, National Liberal Arts Colleges",63.59%,3.4,1180 / 25
1751,Whitworth University,http://premium.usnews.com/best-colleges/\%22/best-colleges/whitworth-university-3804\%22,"#9, Regional Universities (West)",52.28%,3.8,1310 / 29
1752,Wichita State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/wichita-state-university-1950\%22,"RNP, National Universities",95.22%,3.4,1165 / 26
1753,Widener University,http://premium.usnews.com/best-colleges/\%22/best-colleges/widener-university-3313\%22,"#181, National Universities",65.52%,3.4,1120 / 24
1755,Wiley College,http://premium.usnews.com/best-colleges/\%22/best-colleges/wiley-college-3669\%22,"Unranked, Regional Colleges (West)",77.04%,2.6,840 / 18
1757,Willamette University,http://premium.usnews.com/best-colleges/\%22/best-colleges/willamette-university-3227\%22,"#61, National Liberal Arts Colleges",60.43%,3.7,1340 / 30
1760,William Jewell College,http://premium.usnews.com/best-colleges/\%22/best-colleges/william-jewell-college-2524\%22,"#146, National Liberal Arts Colleges",60.91%,3.7,1210 / 28
1761,William Paterson University of New Jersey,http://premium.usnews.com/best-colleges/\%22/best-colleges/william-paterson-university-of-new-jersey-2625\%22,"#101, Regional Universities (North)",60.76%,3.1,1100
1762,William Peace University,http://premium.usnews.com/best-colleges/\%22/best-colleges/william-peace-university-2953\%22,"RNP, National Liberal Arts Colleges",60.99%,3.1,1000 / 24
1769,Wilson College,http://premium.usnews.com/best-colleges/\%22/best-colleges/wilson-college-3396\%22,"#16, Regional Colleges (North)",62.15%,3.4,1100 / 24
1770,Wingate University,http://premium.usnews.com/best-colleges/\%22/best-colleges/wingate-university-2985\%22,"#41, Regional Universities (South)",80.89%,3.3,1120 / 25
1771,Winona State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/winona-state-university-2394\%22,"#65, Regional Universities (Midwest)",61.70%,3.3,N/A / 25
1772,Winston-Salem State University,http://premium.usnews.com/best-colleges/\%22/best-colleges/winston-salem-state-university-2986\%22,"#62, Regional Universities (South)",55.65%,3.2,960 / 19
1773,Winthrop University,http://premium.usnews.com/best-colleges/\%22/best-colleges/winthrop-university-3456\%22,"#25, Regional Universities (South)",70.69%,3.8,1150 / 25
1774,Wisconsin Lutheran College,http://premium.usnews.com/best-colleges/\%22/best-colleges/wisconsin-lutheran-college-21366\%22,"RNP, National Liberal Arts Colleges",67.72%,3.4,1285 / 26
1775,Wittenberg University,http://premium.usnews.com/best-colleges/\%22/best-colleges/wittenberg-university-3143\%22,"#123, National Liberal Arts Colleges",91.16%,3.4,1240 / 28
